kwh_credit_primary_key,satellite,bill_start,bill_end,kwh_credit_applied,kwh_credit_applied_value,kwh_credit_type,production_period,customer,identifier,discount,kwh_credit_primary_key_unique_check,entry
10039534465_43623_43654_43668_credits_000001,10039534465,6/7/2019,7/8/2019,655,-62.96,credits,7/22/2019,CUST-00679,10039534465_43623_43654_43668_credits,10.00%,1,155
10042641166_43623_43651_43668_credits_000001,10042641166,6/7/2019,7/5/2019,477,-46.04,credits,7/22/2019,CUST-00463,10042641166_43623_43651_43668_credits,10.00%,1,156
10046390109_43623_43651_43668_credits_000001,10046390109,6/7/2019,7/5/2019,205,-19.79,credits,7/22/2019,CUST-00455,10046390109_43623_43651_43668_credits,10.00%,1,157
10015794950_43624_43651_43668_credits_000001,10015794950,6/8/2019,7/5/2019,1185,-114.28,credits,7/22/2019,CUST-00456,10015794950_43624_43651_43668_credits,10.00%,1,158
10031138083_43624_43651_43668_credits_000001,10031138083,6/8/2019,7/5/2019,780,-64.16,credits,7/22/2019,CUST-00452,10031138083_43624_43651_43668_credits,10.00%,1,159
10037922639_43624_43655_43668_credits_000001,10037922639,6/8/2019,7/9/2019,836,-80.48,credits,7/22/2019,CUST-00461,10037922639_43624_43655_43668_credits,10.00%,1,160
10039279533_43624_43654_43668_credits_000001,10039279533,6/8/2019,7/8/2019,2204,-183.44,credits,7/22/2019,CUST-00441,10039279533_43624_43654_43668_credits,10.00%,1,161
10045989430_43624_43655_43668_credits_000001,10045989430,6/8/2019,7/9/2019,233,-22.41,credits,7/22/2019,CUST-00465,10045989430_43624_43655_43668_credits,10.00%,1,162
10016024993_43624_43655_43668_credits_000001,10016024993,6/8/2019,7/9/2019,689,-66.32,credits,7/22/2019,CUST-00783,10016024993_43624_43655_43668_credits,10.00%,1,163
10046893532_43624_43654_43668_credits_000001,10046893532,6/8/2019,7/8/2019,316,-30.34,credits,7/22/2019,CUST-00784,10046893532_43624_43654_43668_credits,10.00%,1,164
10012946900_43625_43653_43668_credits_000001,10012946900,6/9/2019,7/7/2019,252,-24.18,credits,7/22/2019,CUST-00450,10012946900_43625_43653_43668_credits,10.00%,1,165
10016651993_43627_43657_43668_credits_000001,10016651993,6/11/2019,7/11/2019,267,-25.94,credits,7/22/2019,CUST-00742,10016651993_43627_43657_43668_credits,10.00%,1,166
10035878023_43627_43655_43668_credits_000001,10035878023,6/11/2019,7/9/2019,419,-40.51,credits,7/22/2019,CUST-00757,10035878023_43627_43655_43668_credits,10.00%,1,167
10039987267_43627_43656_43668_credits_000001,10039987267,6/11/2019,7/10/2019,643,-62.29,credits,7/22/2019,CUST-00740,10039987267_43627_43656_43668_credits,10.00%,1,168
10010910825_43627_43651_43668_credits_000001,10010910825,6/11/2019,7/5/2019,468,-45.37,credits,7/22/2019,CUST-00717,10010910825_43627_43651_43668_credits,10.00%,1,169
10010910841_43627_43655_43668_credits_000001,10010910841,6/11/2019,7/9/2019,209,-20.2,credits,7/22/2019,CUST-00685,10010910841_43627_43655_43668_credits,10.00%,1,170
10013741920_43627_43656_43668_credits_000001,10013741920,6/11/2019,7/10/2019,417,-40.42,credits,7/22/2019,CUST-00470,10013741920_43627_43656_43668_credits,10.00%,1,171
10013806822_43627_43656_43668_credits_000001,10013806822,6/11/2019,7/10/2019,278,-26.94,credits,7/22/2019,CUST-00471,10013806822_43627_43656_43668_credits,10.00%,1,172
10014458482_43627_43656_43668_credits_000001,10014458482,6/11/2019,7/10/2019,164,-15.89,credits,7/22/2019,CUST-00474,10014458482_43627_43656_43668_credits,10.00%,1,173
10014458490_43627_43656_43668_credits_000001,10014458490,6/11/2019,7/10/2019,570,-55.23,credits,7/22/2019,CUST-00474,10014458490_43627_43656_43668_credits,10.00%,1,174
10016542747_43627_43657_43668_credits_000001,10016542747,6/11/2019,7/11/2019,1936,-188.02,credits,7/22/2019,CUST-00482,10016542747_43627_43657_43668_credits,10.00%,1,175
10017750505_43627_43654_43668_credits_000001,10017750505,6/11/2019,7/8/2019,576,-55.53,credits,7/22/2019,CUST-00460,10017750505_43627_43654_43668_credits,10.00%,1,176
10031220477_43627_43657_43668_credits_000001,10031220477,6/11/2019,7/11/2019,285,-27.68,credits,7/22/2019,CUST-00487,10031220477_43627_43657_43668_credits,10.00%,1,177
10032250937_43627_43657_43668_credits_000001,10032250937,6/11/2019,7/11/2019,449,-43.6,credits,7/22/2019,CUST-00487,10032250937_43627_43657_43668_credits,10.00%,1,178
10032702465_43627_43655_43668_credits_000001,10032702465,6/11/2019,7/9/2019,537,-51.91,credits,7/22/2019,CUST-00400,10032702465_43627_43655_43668_credits,10.00%,1,179
10040120130_43627_43655_43668_credits_000001,10040120130,6/11/2019,7/9/2019,738,-71.33,credits,7/22/2019,CUST-00462,10040120130_43627_43655_43668_credits,10.00%,1,180
10041408120_43627_43656_43668_credits_000001,10041408120,6/11/2019,7/10/2019,991,-96.04,credits,7/22/2019,CUST-00477,10041408120_43627_43656_43668_credits,10.00%,1,181
10042779354_43627_43655_43668_credits_000001,10042779354,6/11/2019,7/9/2019,109,-9.29,credits,7/22/2019,CUST-00464,10042779354_43627_43655_43668_credits,10.00%,1,182
10046741228_43627_43654_43668_credits_000001,10046741228,6/11/2019,7/8/2019,2432,-203.52,credits,7/22/2019,CUST-00466,10046741228_43627_43654_43668_credits,10.00%,1,183
10048591530_43627_43654_43668_credits_000001,10048591530,6/11/2019,7/8/2019,505,-48.7,credits,7/22/2019,CUST-00467,10048591530_43627_43654_43668_credits,10.00%,1,184
10011045019_43628_43655_43668_credits_000001,10011045019,6/12/2019,7/9/2019,2899,-242.78,credits,7/22/2019,CUST-00468,10011045019_43628_43655_43668_credits,10.00%,1,185
10011294278_43628_43657_43668_credits_000001,10011294278,6/12/2019,7/11/2019,1120,-96.85,credits,7/22/2019,CUST-00469,10011294278_43628_43657_43668_credits,10.00%,1,186
10014060171_43628_43656_43668_credits_000001,10014060171,6/12/2019,7/10/2019,560,-54.23,credits,7/22/2019,CUST-00472,10014060171_43628_43656_43668_credits,10.00%,1,187
10014129653_43628_43656_43668_credits_000001,10014129653,6/12/2019,7/10/2019,1215,-117.64,credits,7/22/2019,CUST-00473,10014129653_43628_43656_43668_credits,10.00%,1,188
10014522642_43628_43658_43668_credits_000001,10014522642,6/12/2019,7/12/2019,1399,-136.07,credits,7/22/2019,CUST-00475,10014522642_43628_43658_43668_credits,10.00%,1,189
10017000463_43628_43657_43668_credits_000001,10017000463,6/12/2019,7/11/2019,305,-29.61,credits,7/22/2019,CUST-00418,10017000463_43628_43657_43668_credits,10.00%,1,190
10017172189_43628_43657_43668_credits_000001,10017172189,6/12/2019,7/11/2019,532,-51.63,credits,7/22/2019,CUST-00484,10017172189_43628_43657_43668_credits,10.00%,1,191
10018187244_43628_43654_43668_credits_000001,10018187244,6/12/2019,7/8/2019,654,-62.98,credits,7/22/2019,CUST-00459,10018187244_43628_43654_43668_credits,10.00%,1,192
10026401942_43628_43657_43668_credits_000001,10026401942,6/12/2019,7/11/2019,766,-74.34,credits,7/22/2019,CUST-00486,10026401942_43628_43657_43668_credits,10.00%,1,193
10040923269_43628_43656_43668_credits_000001,10040923269,6/12/2019,7/10/2019,150,-14.53,credits,7/22/2019,CUST-00476,10040923269_43628_43656_43668_credits,10.00%,1,194
10043069110_43628_43655_43668_credits_000001,10043069110,6/12/2019,7/9/2019,1144,-110.48,credits,7/22/2019,CUST-00462,10043069110_43628_43655_43668_credits,10.00%,1,195
10044049491_43628_43657_43668_credits_000001,10044049491,6/12/2019,7/11/2019,950,-81.91,credits,7/22/2019,CUST-00478,10044049491_43628_43657_43668_credits,10.00%,1,196
10046481981_43628_43657_43668_credits_000001,10046481981,6/12/2019,7/11/2019,332,-28.85,credits,7/22/2019,CUST-00491,10046481981_43628_43657_43668_credits,10.00%,1,197
10047279624_43628_43656_43668_credits_000001,10047279624,6/12/2019,7/10/2019,850,-73.09,credits,7/22/2019,CUST-00479,10047279624_43628_43656_43668_credits,10.00%,1,198
10017227280_43628_43657_43668_credits_000001,10017227280,6/12/2019,7/11/2019,248,-24.5,credits,7/22/2019,CUST-00485,10017227280_43628_43657_43668_credits,10.00%,1,199
10010254356_43629_43658_43668_credits_000001,10010254356,6/13/2019,7/12/2019,654,-63.57,credits,7/22/2019,CUST-00766,10010254356_43629_43658_43668_credits,10.00%,1,200
10048045693_43629_43658_43668_credits_000001,10048045693,6/13/2019,7/12/2019,71,-6.89,credits,7/22/2019,CUST-00773,10048045693_43629_43658_43668_credits,10.00%,1,201
10046358072_43629_43657_43668_credits_000001,10046358072,6/13/2019,7/11/2019,780,-66.19,credits,7/22/2019,CUST-00722,10046358072_43629_43657_43668_credits,10.00%,1,202
10010420833_43629_43658_43668_credits_000001,10010420833,6/13/2019,7/12/2019,333,-32.38,credits,7/22/2019,CUST-00494,10010420833_43629_43658_43668_credits,10.00%,1,203
10013849632_43629_43657_43668_credits_000001,10013849632,6/13/2019,7/11/2019,681,-66.04,credits,7/22/2019,CUST-00480,10013849632_43629_43657_43668_credits,10.00%,1,204
10013849640_43629_43657_43668_credits_000001,10013849640,6/13/2019,7/11/2019,37,-3.59,credits,7/22/2019,CUST-00480,10013849640_43629_43657_43668_credits,10.00%,1,205
10013849657_43629_43657_43668_credits_000001,10013849657,6/13/2019,7/11/2019,126,-12.23,credits,7/22/2019,CUST-00480,10013849657_43629_43657_43668_credits,10.00%,1,206
10014431323_43629_43656_43668_credits_000001,10014431323,6/13/2019,7/10/2019,359,-34.77,credits,7/22/2019,CUST-00481,10014431323_43629_43656_43668_credits,10.00%,1,207
10017061796_43629_43657_43668_credits_000001,10017061796,6/13/2019,7/11/2019,671,-65.08,credits,7/22/2019,CUST-00483,10017061796_43629_43657_43668_credits,10.00%,1,208
10041552026_43629_43658_43668_credits_000001,10041552026,6/13/2019,7/12/2019,353,-34.3,credits,7/22/2019,CUST-00488,10041552026_43629_43658_43668_credits,10.00%,1,209
10042315381_43629_43657_43668_credits_000001,10042315381,6/13/2019,7/11/2019,282,-27.21,credits,7/22/2019,CUST-00489,10042315381_43629_43657_43668_credits,10.00%,1,210
10043798817_43629_43657_43668_credits_000001,10043798817,6/13/2019,7/11/2019,829,-80.4,credits,7/22/2019,CUST-00490,10043798817_43629_43657_43668_credits,10.00%,1,211
10043892230_43629_43657_43668_credits_000001,10043892230,6/13/2019,7/11/2019,173,-16.78,credits,7/22/2019,CUST-00483,10043892230_43629_43657_43668_credits,10.00%,1,212
10016651761_43630_43658_43668_credits_000001,10016651761,6/14/2019,7/12/2019,296,-28.79,credits,7/22/2019,CUST-00761,10016651761_43630_43658_43668_credits,10.00%,1,213
10017179382_43630_43661_43668_credits_000001,10017179382,6/14/2019,7/15/2019,1356,-131.1,credits,7/22/2019,CUST-00760,10017179382_43630_43661_43668_credits,10.00%,1,214
10041592170_43630_43661_43668_credits_000001,10041592170,6/14/2019,7/15/2019,1062,-102.68,credits,7/22/2019,CUST-00760,10041592170_43630_43661_43668_credits,10.00%,1,215
10010304615_43630_43656_43668_credits_000001,10010304615,6/14/2019,7/10/2019,299,-28.89,credits,7/22/2019,CUST-00492,10010304615_43630_43656_43668_credits,10.00%,1,216
10010423076_43630_43658_43668_credits_000001,10010423076,6/14/2019,7/12/2019,511,-49.63,credits,7/22/2019,CUST-00495,10010423076_43630_43658_43668_credits,10.00%,1,217
10010423795_43630_43658_43668_credits_000001,10010423795,6/14/2019,7/12/2019,1348,-130.93,credits,7/22/2019,CUST-00487,10010423795_43630_43658_43668_credits,10.00%,1,218
10010459765_43630_43658_43668_credits_000001,10010459765,6/14/2019,7/12/2019,673,-65.37,credits,7/22/2019,CUST-00496,10010459765_43630_43658_43668_credits,10.00%,1,219
10012832373_43630_43662_43668_credits_000001,10012832373,6/14/2019,7/16/2019,742,-71.89,credits,7/22/2019,CUST-00508,10012832373_43630_43662_43668_credits,10.00%,1,220
10013331300_43630_43662_43668_credits_000001,10013331300,6/14/2019,7/16/2019,1131,-99.16,credits,7/22/2019,CUST-00513,10013331300_43630_43662_43668_credits,10.00%,1,221
10015563256_43630_43663_43668_credits_000001,10015563256,6/14/2019,7/17/2019,382,-37.08,credits,7/22/2019,CUST-00641,10015563256_43630_43663_43668_credits,10.00%,1,222
10016500273_43630_43657_43668_credits_000001,10016500273,6/14/2019,7/11/2019,780,-64.66,credits,7/22/2019,CUST-00498,10016500273_43630_43657_43668_credits,10.00%,1,223
10018947878_43630_43662_43668_credits_000001,10018947878,6/14/2019,7/16/2019,553,-53.59,credits,7/22/2019,CUST-00517,10018947878_43630_43662_43668_credits,10.00%,1,224
10019749091_43630_43657_43668_credits_000001,10019749091,6/14/2019,7/11/2019,122,-11.82,credits,7/22/2019,CUST-00483,10019749091_43630_43657_43668_credits,10.00%,1,225
10020214077_43630_43662_43668_credits_000001,10020214077,6/14/2019,7/16/2019,608,-58.91,credits,7/22/2019,CUST-00487,10020214077_43630_43662_43668_credits,10.00%,1,226
10027625846_43630_43658_43668_credits_000001,10027625846,6/14/2019,7/12/2019,1279,-124.23,credits,7/22/2019,CUST-00499,10027625846_43630_43658_43668_credits,10.00%,1,227
10027941375_43630_43658_43668_credits_000001,10027941375,6/14/2019,7/12/2019,170,-16.53,credits,7/22/2019,CUST-00500,10027941375_43630_43658_43668_credits,10.00%,1,228
10034399559_43630_43658_43668_credits_000001,10034399559,6/14/2019,7/12/2019,195,-18.95,credits,7/22/2019,CUST-00501,10034399559_43630_43658_43668_credits,10.00%,1,229
10036810173_43630_43658_43668_credits_000001,10036810173,6/14/2019,7/12/2019,853,-82.86,credits,7/22/2019,CUST-00502,10036810173_43630_43658_43668_credits,10.00%,1,230
10041151787_43630_43661_43668_credits_000001,10041151787,6/14/2019,7/15/2019,539,-52.11,credits,7/22/2019,CUST-00503,10041151787_43630_43661_43668_credits,10.00%,1,231
10041921684_43630_43658_43668_credits_000001,10041921684,6/14/2019,7/12/2019,230,-22.35,credits,7/22/2019,CUST-00504,10041921684_43630_43658_43668_credits,10.00%,1,232
10010457371_43630_43658_43668_credits_000001,10010457371,6/14/2019,7/12/2019,246,-23.89,credits,7/22/2019,CUST-00785,10010457371_43630_43658_43668_credits,10.00%,1,233
10034211036_43631_43659_43668_credits_000001,10034211036,6/15/2019,7/13/2019,103,-9.95,credits,7/22/2019,CUST-00762,10034211036_43631_43659_43668_credits,10.00%,1,234
10010488913_43631_43658_43668_credits_000001,10010488913,6/15/2019,7/12/2019,704,-68.33,credits,7/22/2019,CUST-00497,10010488913_43631_43658_43668_credits,10.00%,1,235
10012633656_43631_43662_43668_credits_000001,10012633656,6/15/2019,7/16/2019,784,-75.91,credits,7/22/2019,CUST-00505,10012633656_43631_43662_43668_credits,10.00%,1,236
10012764972_43631_43662_43668_credits_000001,10012764972,6/15/2019,7/16/2019,248,-24.01,credits,7/22/2019,CUST-00507,10012764972_43631_43662_43668_credits,10.00%,1,237
10012897533_43631_43662_43668_credits_000001,10012897533,6/15/2019,7/16/2019,908,-87.93,credits,7/22/2019,CUST-00511,10012897533_43631_43662_43668_credits,10.00%,1,238
10012898374_43631_43662_43668_credits_000001,10012898374,6/15/2019,7/16/2019,1408,-136.33,credits,7/22/2019,CUST-00512,10012898374_43631_43662_43668_credits,10.00%,1,239
10016082389_43631_43663_43668_credits_000001,10016082389,6/15/2019,7/17/2019,1221,-118.48,credits,7/22/2019,CUST-00527,10016082389_43631_43663_43668_credits,10.00%,1,240
10017702233_43631_43662_43668_credits_000001,10017702233,6/15/2019,7/16/2019,562,-54.42,credits,7/22/2019,CUST-00532,10017702233_43631_43662_43668_credits,10.00%,1,241
10018719327_43631_43661_43668_credits_000001,10018719327,6/15/2019,7/15/2019,1025,-99.02,credits,7/22/2019,CUST-00514,10018719327_43631_43661_43668_credits,10.00%,1,242
10018945757_43631_43662_43668_credits_000001,10018945757,6/15/2019,7/16/2019,882,-85.42,credits,7/22/2019,CUST-00515,10018945757_43631_43662_43668_credits,10.00%,1,243
10018947639_43631_43659_43668_credits_000001,10018947639,6/15/2019,7/13/2019,352,-34.04,credits,7/22/2019,CUST-00516,10018947639_43631_43659_43668_credits,10.00%,1,244
10019040913_43631_43661_43668_credits_000001,10019040913,6/15/2019,7/15/2019,944,-91.19,credits,7/22/2019,CUST-00518,10019040913_43631_43661_43668_credits,10.00%,1,245
10019173599_43631_43662_43668_credits_000001,10019173599,6/15/2019,7/16/2019,1106,-107.08,credits,7/22/2019,CUST-00519,10019173599_43631_43662_43668_credits,10.00%,1,246
10019275832_43631_43662_43668_credits_000001,10019275832,6/15/2019,7/16/2019,339,-32.83,credits,7/22/2019,CUST-00520,10019275832_43631_43662_43668_credits,10.00%,1,247
10035206738_43631_43663_43668_credits_000001,10035206738,6/15/2019,7/17/2019,468,-45.38,credits,7/22/2019,CUST-00651,10035206738_43631_43663_43668_credits,10.00%,1,248
10042355353_43631_43660_43668_credits_000001,10042355353,6/15/2019,7/14/2019,750,-66.28,credits,7/22/2019,CUST-00521,10042355353_43631_43660_43668_credits,10.00%,1,249
10043151421_43631_43662_43668_credits_000001,10043151421,6/15/2019,7/16/2019,354,-34.28,credits,7/22/2019,CUST-00709,10043151421_43631_43662_43668_credits,10.00%,1,250
10044974359_43631_43657_43668_credits_000001,10044974359,6/15/2019,7/11/2019,231,-22.38,credits,7/22/2019,CUST-00688,10044974359_43631_43657_43668_credits,10.00%,1,251
10012896105_43632_43663_43668_credits_000001,10012896105,6/16/2019,7/17/2019,323,-31.4,credits,7/22/2019,CUST-00509,10012896105_43632_43663_43668_credits,10.00%,1,252
10015279903_43633_43668_43668_credits_000001,10015279903,6/17/2019,7/22/2019,352,-34.32,credits,7/22/2019,CUST-00640,10015279903_43633_43668_43668_credits,10.00%,1,253
10041124842_43633_43662_43668_credits_000001,10041124842,6/17/2019,7/16/2019,936,-91.13,credits,7/22/2019,CUST-00656,10041124842_43633_43662_43668_credits,10.00%,1,254
10028066479_43634_43662_43668_credits_000001,10028066479,6/18/2019,7/16/2019,574,-55.84,credits,7/22/2019,CUST-00771,10028066479_43634_43662_43668_credits,10.00%,1,255
10041785402_43634_43663_43668_credits_000001,10041785402,6/18/2019,7/17/2019,1683,-164.09,credits,7/22/2019,CUST-00772,10041785402_43634_43663_43668_credits,10.00%,1,256
10045813200_43634_43662_43668_credits_000001,10045813200,6/18/2019,7/16/2019,719,-69.77,credits,7/22/2019,CUST-00764,10045813200_43634_43662_43668_credits,10.00%,1,257
10048329824_43634_43663_43668_credits_000001,10048329824,6/18/2019,7/17/2019,98,-8.89,credits,7/22/2019,CUST-00751,10048329824_43634_43663_43668_credits,10.00%,1,258
10011006870_43634_43668_43668_credits_000001,10011006870,6/18/2019,7/22/2019,463,-41.75,credits,7/22/2019,CUST-00659,10011006870_43634_43668_43668_credits,10.00%,1,259
10012295654_43634_43663_43668_credits_000001,10012295654,6/18/2019,7/17/2019,512,-45.93,credits,7/22/2019,CUST-00697,10012295654_43634_43663_43668_credits,10.00%,1,260
10012374194_43634_43661_43668_credits_000001,10012374194,6/18/2019,7/15/2019,1720,-153.75,credits,7/22/2019,CUST-00690,10012374194_43634_43661_43668_credits,10.00%,1,261
10012438122_43634_43661_43668_credits_000001,10012438122,6/18/2019,7/15/2019,517,-50.2,credits,7/22/2019,CUST-00637,10012438122_43634_43661_43668_credits,10.00%,1,262
10012763263_43634_43662_43668_credits_000001,10012763263,6/18/2019,7/16/2019,336,-32.7,credits,7/22/2019,CUST-00506,10012763263_43634_43662_43668_credits,10.00%,1,263
10012896808_43634_43662_43668_credits_000001,10012896808,6/18/2019,7/16/2019,700,-68.11,credits,7/22/2019,CUST-00510,10012896808_43634_43662_43668_credits,10.00%,1,264
10015514341_43634_43663_43668_credits_000001,10015514341,6/18/2019,7/17/2019,1749,-170.53,credits,7/22/2019,CUST-00525,10015514341_43634_43663_43668_credits,10.00%,1,265
10015562522_43634_43663_43668_credits_000001,10015562522,6/18/2019,7/17/2019,461,-44.94,credits,7/22/2019,CUST-00526,10015562522_43634_43663_43668_credits,10.00%,1,266
10030274822_43634_43663_43668_credits_000001,10030274822,6/18/2019,7/17/2019,2055,-200.37,credits,7/22/2019,CUST-00528,10030274822_43634_43663_43668_credits,10.00%,1,267
10030412307_43634_43663_43668_credits_000001,10030412307,6/18/2019,7/17/2019,544,-53.04,credits,7/22/2019,CUST-00529,10030412307_43634_43663_43668_credits,10.00%,1,268
10034264589_43634_43663_43668_credits_000001,10034264589,6/18/2019,7/17/2019,538,-52.48,credits,7/22/2019,CUST-00530,10034264589_43634_43663_43668_credits,10.00%,1,269
